"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"203",233,"ARB/09/23","Corporación Quiport S.A. and others","Republic of Ecuador","Concluded","ADC Management Ltd. (British), Aecon Investment Corp. (Barbadian), AG Concessions Inc. (British), Black Coral Investments Inc. (British), Corporación Quiport S.A. (Ecuadoran), Icaros Development Corporation S.A. (Uruguayan), Quiport Holdings S.A. (Uruguayan)","The Secretary-General issues an order taking note of the discontinuance of the proceeding pursuant to Arbitration Rule 43(1) on November 11, 2011.","December 30, 2009","","Contract",306,2009,2011,0,0,1,"Uruguay",0,"Republic of Ecuador","ECU","URY"
"204",234,"ARB/09/22","Itera International Energy LLC and Itera Group NV","Georgia","Concluded","Itera Group NV (Dutch), Itera International Energy LLC  (U.S.)","The Secretary-General issues an order taking note of the discontinuance of the proceeding pursuant to Arbitration Rule 43(1) on November 19, 2010","December 29, 2009","BIT United States of America - Georgia 1994, BIT Georgia - Netherlands 1998","",305,2009,2010,1,0,0,"Dutch",0,"Georgia","GEO","NLD"
"205",234,"ARB/09/22","Itera International Energy LLC and Itera Group NV","Georgia","Concluded","Itera Group NV (Dutch), Itera International Energy LLC  (U.S.)","The Secretary-General issues an order taking note of the discontinuance of the proceeding pursuant to Arbitration Rule 43(1) on November 19, 2010","December 29, 2009","BIT United States of America - Georgia 1994, BIT Georgia - Netherlands 1998","",305,2009,2010,1,0,0,"U.S.",0,"Georgia","GEO","USA"
"206",236,"ARB(AF)/09/2","Abengoa, S.A. y COFIDES, S.A.","United Mexican States","Concluded","Abengoa,  S.A. (Spanish), COFIDES,  S.A. (Spanish)","Award rendered on April 18, 2013.","December 11, 2009","BIT Spain - Mexico 2006","",303,2009,2013,1,0,0,"Spanish",0,"United Mexican States","MEX","ESP"
"207",237,"ARB/09/20","Reinhard Hans Unglaube","Republic of Costa Rica","Concluded"," Reinhard Hans Unglaube (German)","Award rendered on May 16, 2012.","November 11, 2009","BIT Germany - Costa Rica 1994","",302,2009,2012,1,0,0,"German",0,"Republic of Costa Rica","CRI","DEU"
"208",238,"ARB(AF)/09/1","Gold Reserve Inc.","Bolivarian Republic of Venezuela","Concluded","Gold Reserve Inc. (Canadian)","Award rendered on September 22, 2014.","November 9, 2009","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",301,2009,2014,1,0,0,"Canadian",0,"Bolivarian Republic of Venezuela","VEN","CAN"
"209",241,"ARB/09/17","Commerce Group Corp. and San Sebastian Gold Mines, Inc.","Republic of El Salvador","Concluded","Commerce Group Corp. (U.S.), San Sebastian Gold Mines,  Inc. (U.S.)","Award rendered on March 14, 2011.","August 21, 2009","","CAFTA-DR (Dominican Republic-Central America Free Trade Agreement), Investment Law - El Salvador (1999)",298,2009,2011,0,0,1,"U.S.",0,"Republic of El Salvador","SLV","USA"
"210",243,"ARB/09/15","H&H Enterprises Investments, Inc.","Arab Republic of Egypt","Pending","H&H Enterprises Investments,  Inc. (U.S.)","Award rendered on May 6, 2014.","August 11, 2009","BIT Egypt,  Arab Republic of - United States of America 1986","",296,2009,2014,1,0,0,"U.S.",0,"Arab Republic of Egypt","EGY","USA"
"211",244,"ARB/09/14","Mærsk Olie, Algeriet A/S","People's Democratic Republic of Algeria","Concluded","Mærsk Olie,  Algeriet A/S (Danish)","The Tribunal issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on September 30, 2013.","July 29, 2009","BIT Algeria - Denmark 1999","",295,2009,2013,1,0,0,"Danish",0,"People's Democratic Republic of Algeria","DZA","DNK"
"212",246,"ARB/09/12","Pac Rim Cayman LLC","Republic of El Salvador","Pending","Pac Rim Cayman LLC (U.S.)","","June 15, 2009","","CAFTA-DR (Dominican Republic-Central America Free Trade Agreement), Investment Law - El Salvador (1999)",293,2009,NA,0,0,1,"U.S.",0,"Republic of El Salvador","SLV","USA"
"213",247,"ARB/09/11","Global Trading Resource Corp. and Globex International, Inc.","Ukraine","Concluded","Global Trading Resource Corp. (U.S.), Globex International,  Inc. (U.S.)","Award rendered on December 1, 2010.","June 11, 2009","BIT Ukraine - United States of America 1994","",292,2009,2010,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
"214",248,"ARB/09/10","EVN AG","Macedonia, former Yugoslav Republic of","Concluded","EVN AG (Austrian)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on September 2, 2011, pursuant to ICSID Arbitration Rule 43(2)).","June 3, 2009","BIT Macedonia,  Former Yugoslav Republic of - Austria 2001, ","ECT (Energy Charter Treaty)",291,2009,2011,1,0,0,"Austrian",0,"Macedonia, former Yugoslav Republic of","MKD","AUT"
"215",249,"ARB/09/9","Adem Dogan","Turkmenistan","Pending","Adem Dogan (German)","Award rendered on August 12, 2014.","May 22, 2009","BIT Germany - Turkmenistan 1997","",290,2009,2014,1,0,0,"German",0,"Turkmenistan","TKM","DEU"
"216",250,"ARB/09/8","KT Asia Investment Group B.V.","Republic of Kazakhstan","Concluded","KT Asia Investment Group B.V. (Dutch)","Award rendered on October 17, 2013.","May 20, 2009","BIT Netherlands - Kazakhstan 2002","",289,2009,2013,1,0,0,"Dutch",0,"Republic of Kazakhstan","KAZ","NLD"
"217",252,"ARB/09/5","Iberdrola Energía, S.A.","Republic of Guatemala","Concluded","Iberdrola Energía,  S.A. (Spanish)","Award rendered on August 17, 2012.","April 17, 2009","BIT Spain - Guatemala 2002","",287,2009,2012,1,0,0,"Spanish",0,"Republic of Guatemala","GTM","ESP"
"218",253,"ARB/09/6","Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG","Federal Republic of Germany","Concluded","Vattenfall AB (Swedish), Vattenfall Europe AG (German), Vattenfall Europe Generation AG & Co. KG (German)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on March 11, 2011, pursuant to ICSID Arbitration Rule 43(2)).","April 17, 2009","","ECT (Energy Charter Treaty)",286,2009,2011,0,0,1,"Swedish",0,"Federal Republic of Germany","DEU","SWE"
"219",254,"ARB/09/4","Elsamex, S.A.","Republic of Honduras","Concluded","Elsamex,  S.A. (Spanish)","Award rendered on November 16, 2012.","April 15, 2009","","Contract",285,2009,2012,0,0,1,"Spanish",0,"Republic of Honduras","HND","ESP"
"220",255,"ARB/09/3","Holcim Limited, Holderfin B.V. and Caricement B.V.","Bolivarian Republic of Venezuela","Pending","Caricement B.V. (Dutch), Holcim Limited (Swiss), Holderfin B.V. (Dutch)","","April 10, 2009","BIT Venezuela,  Republica Bolivariana de - Switzerland 1993, BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",284,2009,NA,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"221",255,"ARB/09/3","Holcim Limited, Holderfin B.V. and Caricement B.V.","Bolivarian Republic of Venezuela","Pending","Caricement B.V. (Dutch), Holcim Limited (Swiss), Holderfin B.V. (Dutch)","","April 10, 2009","BIT Venezuela,  Republica Bolivariana de - Switzerland 1993, BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",284,2009,NA,1,0,0,"Switzerland",0,"Bolivarian Republic of Venezuela","VEN","CHE"
"222",256,"ARB/09/2","Deutsche Bank AG","Democratic Socialist Republic of Sri Lanka","Pending","Deutsche Bank AG (German)","Award rendered on October 31, 2012; attached to the award is a dissenting opinion by arbitrator Makhdoom Ali Khan.","March 24, 2009","BIT Germany - Sri Lanka 2000","",283,2009,2012,1,0,0,"German",0,"Democratic Socialist Republic of Sri Lanka","LKA","DEU"
"223",257,"ARB/09/1","Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A.","Argentine Republic","Pending","Autobuses Urbanos del Sur S.A. (Spanish), Teinver S.A. (Spanish), Transportes de Cercanías S.A. (Spanish)","","January 30, 2009","BIT Spain - Argentina 1991","",282,2009,NA,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"224",258,"ARB/08/19","Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company","Georgia","Concluded","Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company (Turkish)","The Tribunal renders its award on August 9, 2012.","December 31, 2008","BIT Turkey - Georgia 1992","",281,2008,2012,1,0,0,"Turkish",0,"Georgia","GEO","TUR"
"225",259,"ARB/08/20","Millicom International Operations B.V. and Sentel GSM S.A.","Republic of Senegal","Concluded","Millicom International Operations B.V. (Dutch), Sentel GSM S.A. (Senegalese)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on November 27, 2012, pursuant to ICSID Arbitration Rule 43(2)).","December 31, 2008","BIT Senegal - Netherlands 1979, ","Contract",280,2008,2012,1,0,0,"Dutch",0,"Republic of Senegal","SEN","NLD"
"226",260,"ARB/08/18","Malicorp Limited","Arab Republic of Egypt","Concluded","Malicorp Limited (British)","Award rendered on February 7, 2011.","December 16, 2008","BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",279,2008,2011,1,0,0,"British",0,"Arab Republic of Egypt","EGY","GBR"
"227",262,"UNCT/10/2","Apotex Inc.","United States of America","Concluded","Apotex Inc. (Canadian)","Award on Jurisdiction and Admissibility rendered on June 14, 2013.","December 10, 2008","","NAFTA (North American Free Trade Agreement)",277,2008,2013,0,1,0,"Canadian",0,"United States of America","USA","CAN"
"228",263,"ARB/08/16","GEA Group Aktiengesellschaft","Ukraine","Concluded","GEA Group Aktiengesellschaft (German)","Award rendered on March 31, 2011.","November 21, 2008","BIT Ukraine - Germany 1993","",276,2008,2011,1,0,0,"German",0,"Ukraine","UKR","DEU"
"229",264,"ARB/08/15","CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.","Bolivarian Republic of Venezuela","Concluded","CEMEX Caracas Investments B.V. (Dutch), CEMEX Caracas II Investments B.V. (Dutch)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on February 15, 2012.","October 30, 2008","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",275,2008,2012,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"230",265,"ARB/08/14","Impregilo S.p.A.","Argentine Republic","Concluded","Impregilo S.p.A. (Italian)","The Tribunal issues an order for the
discontinuance of the proceeding pursuant ICSID Arbitration Rule 43(1) on October 27, 2010.","October 15, 2008","BIT Argentina - Italy 1990","",274,2008,2010,1,0,0,"Italian",0,"Argentine Republic","ARG","ITA"
"231",266,"ARB/08/13","Alapli Elektrik B.V.","Republic of Turkey","Concluded","Alapli Elektrik B.V. (Dutch)","The Tribunal renders its award; attached to the award is a dissenting opinion by arbitrator Marc Lalonde on July 16, 2012.","August 27, 2008","BIT Netherlands - Turkey 1986, ","ECT (Energy Charter Treaty)",273,2008,2012,1,0,0,"Dutch",0,"Republic of Turkey","TUR","NLD"
"232",268,"ARB/08/11","Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise","Ukraine","Concluded","Bosh International,  Inc. (U.S.), B&P,  Ltd. Foreign Investments Enterprise (Ukrainian)","The Tribunal renders its award on October 25, 2012.","August 21, 2008","BIT Ukraine - United States of America 1994","",271,2008,2012,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
"233",271,"ARB/08/8","Inmaris Perestroika Sailing Maritime Services GmbH and others","Ukraine","Concluded","Inmaris Perestroika Sailing Maritime Services GmbH (German), Inmaris Windjammer Chartering GmbH i.L. (German), Inmaris Windjammer Sailing GmbH i.L. (German), Windjammer Beteiligungsgesellschaft mbH & Co. KG (German)","Award rendered on March 1, 2012.","June 16, 2008","BIT Ukraine - Germany 1993","",268,2008,2012,1,0,0,"German",0,"Ukraine","UKR","DEU"
"234",272,"ARB/08/7","Itera International Energy LLC and Itera Group NV","Georgia","Concluded","Itera Group NV (Dutch), Itera International Energy LLC (U.S.)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1).","June 5, 2008","BIT United States of America - Georgia 1994, BIT Georgia - Netherlands 1998","",267,2008,NA,1,0,0,"Dutch",0,"Georgia","GEO","NLD"
"235",272,"ARB/08/7","Itera International Energy LLC and Itera Group NV","Georgia","Concluded","Itera Group NV (Dutch), Itera International Energy LLC (U.S.)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1).","June 5, 2008","BIT United States of America - Georgia 1994, BIT Georgia - Netherlands 1998","",267,2008,NA,1,0,0,"U.S.",0,"Georgia","GEO","USA"
"236",274,"ARB/08/5","Burlington Resources, Inc.","Republic of Ecuador","Pending","Burlington Resources Andean Limited (British), Burlington Resources Ecuador Limited (British), Burlington Resources,  Inc. (U.S.), Burlington Resources Oriente Limited (British)","","June 2, 2008","BIT Ecuador - United States of America 1993, ","Contract",265,2008,NA,1,0,0,"British",0,"Republic of Ecuador","ECU","GBR"
"237",274,"ARB/08/5","Burlington Resources, Inc.","Republic of Ecuador","Pending","Burlington Resources Andean Limited (British), Burlington Resources Ecuador Limited (British), Burlington Resources,  Inc. (U.S.), Burlington Resources Oriente Limited (British)","","June 2, 2008","BIT Ecuador - United States of America 1993, ","Contract",265,2008,NA,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"238",275,"ARB/08/4","Murphy Exploration and Production Company International","Republic of Ecuador","Concluded","Murphy Exploration and Production Company International (U.S.)","Award rendered on December 15, 2010; attached to the award is a dissenting opinion by one of the arbitrators. ","April 15, 2008","BIT Ecuador - United States of America 1993","",264,2008,2010,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"239",276,"ARB/08/3","Brandes Investment Partners, LP","Bolivarian Republic of Venezuela","Concluded","Brandes Investment Partners,  LP (U.S.)","Award rendered on August 2, 2011.","March 24, 2008","","Investment Law - Venezuela (1999)",263,2008,2011,0,0,1,"U.S.",0,"Bolivarian Republic of Venezuela","VEN","USA"
"240",277,"ARB(AF)/08/1","Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc.","Republic of Costa Rica","Concluded","Quadrant Pacific Growth Fund L.P.  (Canadian), Canasco Holdings Inc. (nationality not available)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Administrative and Financial Regulation 14(3)(d) on October 27, 2010.","March 21, 2008","BIT Costa Rica - Canada 1998","",262,2008,2010,1,0,0,"Canadian",0,"Republic of Costa Rica","CRI","CAN"
"241",278,"ARB/08/2","ATA Construction, Industrial and Trading Company","Hashemite Kingdom of Jordan","Concluded","ATA Construction,  Industrial and Trading Company (Turkish)","Award rendered on May 18, 2010.","February 28, 2008","BIT Turkey - Jordan 1993","",261,2008,2010,1,0,0,"Turkish",0,"Hashemite Kingdom of Jordan","JOR","TUR"
"242",279,"ARB/08/1","Marion Unglaube","Republic of Costa Rica","Concluded","Marion Unglaube (German)","Award rendered on May 16, 2012.","January 25, 2008","BIT Germany - Costa Rica 1994","",260,2008,2012,1,0,0,"German",0,"Republic of Costa Rica","CRI","DEU"
"243",280,"ARB/07/32","Astaldi S.p.A.","Republic of Honduras","Concluded","Astaldi S.p.A. (Italian)","Award rendered on September 17, 2010.","December 19, 2007","","Contract",259,2007,2010,0,0,1,"Italian",0,"Republic of Honduras","HND","ITA"
"244",281,"ARB(AF)/07/4","Mobil Investments Canada Inc. and Murphy Oil Corporation","Canada","Concluded","Mobil Investments Canada Inc. (U.S.), Murphy Oil Corporation (U.S.)","Award rendered on February 20, 2015.","December 19, 2007","","NAFTA (North American Free Trade Agreement)",258,2007,2015,0,1,0,"U.S.",0,"Canada","CAN","USA"
"245",282,"ARB/07/31","HOCHTIEF Aktiengesellschaft","Argentine Republic","Pending","HOCHTIEF Aktiengesellschaft (German)","","December 18, 2007","BIT Germany - Argentina 1991","",257,2007,NA,1,0,0,"German",0,"Argentine Republic","ARG","DEU"
"246",283,"ARB/07/30","ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V.","Bolivarian Republic of Venezuela","Pending","ConocoPhillips Gulf of Paria B.V. (Dutch), ConocoPhillips Hamaca B.V. (Dutch), ConocoPhillips Petrozuata B.V. (Dutch)","","December 13, 2007","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, ","Investment Law - Venezuela (1999)",256,2007,NA,1,0,0,"Dutch",0,"Bolivarian Republic of Venezuela","VEN","NLD"
"247",284,"ARB/07/29","SGS Société Générale de Surveillance S.A.","Republic of Paraguay","Concluded","SGS Société Générale de Surveillance S.A. (Swiss)","Award rendered on February 10, 2012.","November 19, 2007","BIT Switzerland - Paraguay 1992","",255,2007,2012,1,0,0,"Switzerland",0,"Republic of Paraguay","PRY","CHE"
